"userid","country","groups","deviceid","device","sellerid","itemid","date","views","clicks","revenue"
8744,"US","control",15511,"Other",498,1604,2017-05-20,4,4,0
4960,"CA","treatment",16338,"Android",250,1887,2017-05-16,5,2,0
4760,"GB","control",8897,"Ios",474,2454,2017-05-11,6,2,0
6870,"CN","control",6399,"Other",401,2111,2017-05-16,5,2,0
NA,"CA","treatment",6465,"Android",302,1846,2017-05-13,5,1,0
7531,"US","treatment",19542,"Android",369,1783,2017-05-10,9,2,0
5060,"US","control",13288,"Ios",127,1713,2017-05-20,2,0,0
4696,"US","control",7367,"Android",217,2773,2017-05-11,6,3,58.7482580586964
4997,"US","treatment",5132,"Ios",466,2182,2017-05-15,3,1,0
3739,"US","treatment",16702,"Web",175,1046,2017-05-20,7,3,77.7130301459549
3970,"CN","control",7007,"Web",498,1239,2017-05-12,9,3,95.1155713013468
3180,"CN","treatment",12465,"Ios",209,2643,2017-05-09,7,2,0
8305,"CA","control",5611,"Other",209,1837,2017-05-13,3,0,0
3156,"US","control",14190,"Android",198,1659,2017-05-08,7,2,0
8595,"CN","treatment",8077,"Android",344,2537,2017-05-15,6,0,0
8879,"US","treatment",7112,"Android",155,1179,2017-05-16,5,1,0
5071,"CA","treatment",11644,"Android",330,1173,2017-05-18,6,0,0
6092,"CA","treatment",18220,"Other",245,1261,2017-05-16,6,0,0
1007,"GB","treatment",16912,"Web",106,1377,2017-05-11,8,1,0
8866,"US","control",19859,"Android",334,1947,2017-05-08,7,2,90.7780715549256
8311,"CN","control",10849,"Web",466,2096,2017-05-12,1,0,0
9058,"CA","treatment",5495,"Web",270,2072,2017-05-21,8,2,0
3500,"CN","treatment",15167,"Other",321,2047,2017-05-21,5,2,0
6230,"CN","control",9664,"Other",155,1410,2017-05-10,2,0,0
4047,"US","treatment",15698,"Android",402,1990,2017-05-19,4,0,0
5456,"GB","control",8547,"Android",471,1960,2017-05-13,4,0,0
7148,"CA","treatment",13920,"Web",109,2096,2017-05-09,3,1,0
1274,"US","control",9408,"Other",458,2722,2017-05-14,12,4,0
7515,"CN","control",6880,"Other",378,1923,2017-05-18,9,2,0
7640,"US","control",19394,"Web",120,2477,2017-05-14,4,2,0
3327,"US","control",10130,"Web",126,1981,2017-05-19,6,0,0
3404,"CA","control",5935,"Web",431,1082,2017-05-08,6,1,0
7231,"GB","treatment",8776,"Android",453,1647,2017-05-12,4,0,0
1311,"CA","control",18030,"Other",109,2204,2017-05-14,6,1,0
8503,"CA","treatment",10296,"Ios",221,2799,2017-05-20,6,2,0
9386,"CN","treatment",11892,"Web",126,1059,2017-05-20,7,1,0
8716,"US","treatment",12811,"Android",189,2692,2017-05-15,9,1,0
4895,"GB","control",12772,"Other",232,2310,2017-05-09,8,0,0
3000,"CN","control",8135,"Web",378,1760,2017-05-11,7,2,0
3452,"US","control",10560,"Web",150,1806,2017-05-16,6,1,0
NA,"US","control",5228,"Android",222,2818,2017-05-13,3,1,0
5600,"US","treatment",11931,"Ios",376,1304,2017-05-21,9,2,0
6558,"CA","treatment",16638,"Android",176,1652,2017-05-21,5,2,0
9740,"US","treatment",12376,"Other",452,2098,2017-05-20,6,1,0
1612,"US","treatment",15155,"Android",287,2369,2017-05-16,7,1,0
1358,"GB","treatment",16316,"Android",292,1300,2017-05-17,4,0,0
5113,"US","control",11161,"Android",216,1420,2017-05-19,4,0,0
9512,"GB","treatment",14967,"Web",371,2703,2017-05-21,3,1,0
6058,"CA","control",12034,"Android",425,1788,2017-05-11,7,1,0
5120,"CN","treatment",11861,"Other",209,2590,2017-05-21,4,1,0
8454,"GB","control",16046,"Web",160,1279,2017-05-08,7,1,45.814871555593
2712,"US","treatment",14642,"Android",425,2104,2017-05-13,3,0,0
7026,"CA","control",18399,"Web",248,2464,2017-05-09,6,2,0
1905,"US","control",18683,"Android",331,2076,2017-05-15,8,2,0
2344,"US","control",15029,"Web",345,1490,2017-05-09,3,0,0
7023,"CN","treatment",13689,"Other",490,1330,2017-05-09,5,0,0
NA,"US","control",17764,"Android",321,1682,2017-05-10,6,2,92.244520129854
5130,"CA","treatment",12525,"Android",312,2430,2017-05-16,3,1,0
5873,"CA","treatment",10745,"Web",116,2256,2017-05-17,4,1,0
8565,"GB","control",16300,"Other",124,1835,2017-05-10,8,2,0
3653,"US","control",9580,"Other",118,1672,2017-05-15,4,1,0
5952,"US","control",8002,"Other",102,2344,2017-05-21,7,2,0
6658,"CN","control",5375,"Ios",245,2790,2017-05-09,6,2,120.086743703276
2418,"US","control",16869,"Web",457,1595,2017-05-11,6,0,0
4517,"GB","control",8191,"Other",354,1296,2017-05-10,7,1,0
7597,"CA","treatment",12925,"Ios",144,2497,2017-05-11,4,2,0
2139,"GB","control",15791,"Android",256,1985,2017-05-09,8,2,0
9762,"GB","treatment",16495,"Android",196,1288,2017-05-13,7,3,0
3156,"US","control",14190,"Android",198,1659,2017-05-16,6,0,0
4558,"CA","control",11589,"Web",406,1799,2017-05-13,5,1,0
9983,"GB","control",5186,"Other",421,1605,2017-05-08,5,3,86.1728414919061
2824,"US","treatment",11368,"Web",169,2957,2017-05-15,4,0,0
2673,"US","treatment",16132,"Android",133,1992,2017-05-19,4,0,0
9289,"US","control",17775,"Web",101,2838,2017-05-11,9,2,0
9953,"GB","control",14564,"Android",290,2362,2017-05-08,6,2,0
2901,"CN","treatment",8110,"Web",435,2838,2017-05-14,6,1,0
6132,"CA","control",6105,"Android",373,2417,2017-05-16,5,2,80.8099459347265
6032,"US","control",12227,"Web",216,1751,2017-05-16,4,1,0
2247,"CA","treatment",8708,"Other",201,2736,2017-05-17,10,0,0
2453,"CN","treatment",15754,"Web",303,2459,2017-05-19,3,0,0
4069,"CA","treatment",16832,"Android",219,2264,2017-05-15,10,3,0
3176,"CN","treatment",10243,"Android",263,2814,2017-05-17,6,4,97.4091630109693
8829,"CA","control",13197,"Other",280,2003,2017-05-14,7,5,180.650373429082
9184,"GB","control",13134,"Android",441,2676,2017-05-17,9,2,0
6156,"CN","treatment",10035,"Other",375,1095,2017-05-08,9,0,0
5455,"US","control",19101,"Other",210,1072,2017-05-19,7,3,0
8664,"CA","control",17852,"Web",299,1588,2017-05-17,7,0,0
5142,"US","treatment",10786,"Other",116,1046,2017-05-12,5,1,0
2493,"US","control",17271,"Other",286,2415,2017-05-15,6,0,0
6830,"US","treatment",17942,"Ios",356,2430,2017-05-11,15,4,76.1084597953353
1224,"GB","control",17779,"Web",211,2176,2017-05-12,6,1,0
5179,"CA","treatment",12868,"Web",324,2824,2017-05-15,9,2,0
1649,"US","control",16385,"Android",276,2108,2017-05-15,8,2,0
7387,"US","control",19278,"Web",173,2859,2017-05-14,8,0,0
2554,"US","control",18446,"Other",288,1406,2017-05-16,6,0,0
1770,"CN","treatment",14093,"Android",287,1271,2017-05-09,5,1,0
5554,"CA","control",19988,"Ios",337,1502,2017-05-19,4,0,0
9985,"CA","control",16220,"Ios",175,2984,2017-05-15,9,3,0
3718,"US","treatment",16188,"Web",152,2078,2017-05-16,2,0,0
1594,"GB","control",17268,"Web",462,1909,2017-05-10,5,3,98.6424913930152
6072,"US","control",18655,"Other",192,1194,2017-05-12,6,1,0
4225,"CN","control",6389,"Web",312,2973,2017-05-18,9,3,0
5439,"GB","treatment",19232,"Other",421,2576,2017-05-16,9,3,0
5252,"GB","treatment",13215,"Android",131,2858,2017-05-18,4,1,80.6303968128904
2831,"GB","control",6831,"Other",391,2915,2017-05-20,7,3,115.617762042198
2822,"US","control",8921,"Ios",380,2045,2017-05-11,5,1,0
8415,"CA","control",14080,"Web",498,2838,2017-05-17,7,2,70.5105645335807
2234,"US","control",14786,"Ios",485,2815,2017-05-19,7,1,149.417128703943
6421,"CN","treatment",7555,"Ios",285,2989,2017-05-21,1,0,0
8069,"CN","control",16378,"Web",478,1635,2017-05-17,6,1,0
8845,"GB","treatment",5835,"Other",223,1800,2017-05-16,5,0,0
1023,"US","control",6402,"Other",308,2483,2017-05-15,8,1,0
2848,"GB","control",12981,"Android",433,2893,2017-05-20,3,0,0
2646,"US","control",19603,"Web",379,2133,2017-05-10,2,1,0
6591,"US","treatment",12526,"Ios",302,2280,2017-05-18,1,0,0
5951,"US","control",10595,"Android",371,2728,2017-05-13,6,3,0
7446,"GB","control",12959,"Web",461,2915,2017-05-09,3,2,0
3627,"CA","control",17956,"Web",218,2157,2017-05-21,2,0,0
8895,"CN","treatment",16782,"Android",186,1265,2017-05-11,11,1,0
9546,"GB","control",5288,"Web",217,2350,2017-05-12,6,1,0
6415,"CN","treatment",17679,"Ios",234,1210,2017-05-18,5,1,0
7119,"CN","treatment",12498,"Android",239,1158,2017-05-21,4,0,0
7943,"CA","treatment",7802,"Android",406,2233,2017-05-19,9,1,0
6356,"CA","treatment",14209,"Ios",309,2926,2017-05-08,2,0,0
6603,"CA","control",19121,"Web",106,1621,2017-05-14,7,3,0
3568,"US","treatment",7804,"Other",490,2443,2017-05-13,7,2,0
5819,"GB","control",7750,"Other",491,1973,2017-05-09,4,0,0
8396,"US","control",11563,"Other",244,1803,2017-05-14,14,3,0
6986,"US","treatment",17875,"Android",345,1209,2017-05-18,5,2,119.014412786198
7468,"CN","control",7368,"Android",350,2719,2017-05-17,5,1,0
NA,"CN","control",18060,"Android",494,1273,2017-05-11,5,2,0
5860,"US","treatment",7514,"Other",290,2989,2017-05-08,12,2,0
5452,"CA","control",12412,"Web",279,1849,2017-05-12,10,1,117.113165248521
2463,"US","control",16687,"Ios",190,2754,2017-05-11,7,2,0
3431,"CN","control",7218,"Web",219,2325,2017-05-12,7,1,0
5770,"CA","control",8406,"Web",370,2362,2017-05-09,4,0,0
9344,"US","control",17744,"Web",321,2050,2017-05-16,7,2,0
9410,"CA","treatment",12810,"Android",317,2840,2017-05-09,3,0,0
6602,"US","treatment",17882,"Android",228,2011,2017-05-08,3,0,0
3980,"CN","treatment",11936,"Web",344,2945,2017-05-18,2,0,0
4973,"US","control",13399,"Other",262,1945,2017-05-13,4,0,0
9054,"CA","control",12148,"Android",477,1473,2017-05-19,6,0,0
3780,"GB","control",19324,"Other",409,1815,2017-05-18,6,0,0
1736,"US","treatment",8563,"Web",323,2743,2017-05-15,14,3,0
8786,"US","treatment",18451,"Android",355,2077,2017-05-12,6,2,0
1989,"CA","control",9256,"Ios",466,2428,2017-05-18,7,0,0
8986,"CA","control",12382,"Web",490,2682,2017-05-18,5,2,0
9641,"US","treatment",19866,"Android",422,1150,2017-05-09,5,1,0
7389,"CN","treatment",6106,"Web",111,1043,2017-05-19,6,0,0
3626,"GB","control",16391,"Android",255,1254,2017-05-08,4,2,0
4089,"CA","treatment",6232,"Web",273,2827,2017-05-17,4,2,0
6274,"US","control",19503,"Other",500,2224,2017-05-18,7,1,80.63759393295
1467,"CA","treatment",8824,"Web",485,1859,2017-05-16,5,1,0
7730,"US","control",18240,"Web",332,2647,2017-05-15,10,0,0
2760,"GB","treatment",16552,"Web",164,2358,2017-05-21,3,0,0
8277,"US","treatment",10753,"Ios",279,1587,2017-05-10,7,1,0
8547,"CN","treatment",16076,"Android",169,2003,2017-05-21,7,1,96.1956568484458
3174,"GB","treatment",5125,"Web",259,2576,2017-05-13,6,2,0
3683,"US","control",5618,"Android",295,2940,2017-05-17,3,2,0
8026,"CA","treatment",9808,"Android",229,1903,2017-05-17,5,1,0
8658,"CA","control",17639,"Web",105,2826,2017-05-19,5,1,0
5753,"CA","treatment",16401,"Web",140,2854,2017-05-20,7,1,109.441484370925
8302,"US","control",16295,"Android",343,2092,2017-05-08,4,3,0
7960,"GB","treatment",14076,"Ios",287,2729,2017-05-09,7,0,0
4929,"US","control",9646,"Android",297,2269,2017-05-18,13,4,79.3906374011252
2951,"CN","control",14129,"Android",457,2343,2017-05-18,7,0,0
6635,"CN","control",15735,"Web",329,2730,2017-05-12,10,2,0
3765,"GB","control",11714,"Android",267,1519,2017-05-21,4,1,0
8609,"US","treatment",16663,"Web",197,2749,2017-05-14,10,1,0
8992,"CA","control",15973,"Ios",318,1819,2017-05-09,4,2,0
4939,"CA","control",17656,"Web",270,1367,2017-05-20,7,1,0
7223,"US","control",9844,"Other",469,1930,2017-05-12,7,1,0
7207,"CA","treatment",17765,"Web",293,2132,2017-05-11,5,1,0
6497,"CA","treatment",10126,"Ios",336,2448,2017-05-13,9,4,0
2965,"US","treatment",11042,"Ios",210,1725,2017-05-16,2,0,0
9375,"CA","control",18934,"Other",214,1437,2017-05-21,3,0,0
6999,"GB","treatment",16082,"Android",317,2261,2017-05-21,4,0,0
8067,"GB","control",6765,"Android",293,2140,2017-05-08,5,1,0
6769,"US","control",16422,"Ios",403,1482,2017-05-18,1,0,0
3926,"CN","control",6445,"Web",122,2389,2017-05-21,6,0,0
7564,"GB","control",16285,"Web",384,2501,2017-05-14,8,1,0
9108,"US","treatment",11107,"Android",135,2170,2017-05-12,4,2,0
7509,"US","control",7717,"Android",363,2263,2017-05-08,4,1,0
9670,"GB","control",15111,"Android",206,2648,2017-05-20,7,1,0
7089,"US","treatment",8762,"Web",228,2014,2017-05-20,3,1,0
4629,"CA","treatment",7216,"Android",240,2842,2017-05-12,10,3,88.8914107987065
3520,"US","control",11433,"Other",205,2306,2017-05-17,9,1,0
7609,"CN","treatment",19193,"Android",363,1829,2017-05-09,2,1,0
7438,"US","control",14199,"Android",284,1092,2017-05-16,4,1,0
6552,"CN","control",9593,"Android",334,2647,2017-05-17,10,4,0
4204,"CA","control",9135,"Ios",273,1296,2017-05-14,11,2,0
9497,"CA","control",14568,"Ios",286,1885,2017-05-15,7,1,84.1694453752081
3603,"CA","treatment",16830,"Android",479,1710,2017-05-12,2,1,0
4772,"US","treatment",7874,"Web",402,1563,2017-05-14,10,2,0
5279,"CA","control",5619,"Web",145,2424,2017-05-20,9,1,0
4686,"CN","control",9634,"Ios",382,1801,2017-05-17,7,1,0
4297,"GB","control",15080,"Android",303,2272,2017-05-17,3,0,0
5852,"GB","treatment",15162,"Android",358,2092,2017-05-21,10,0,0
7670,"CA","control",16987,"Android",261,2197,2017-05-09,6,0,0
7554,"CN","control",7508,"Android",458,2523,2017-05-12,2,1,0
5818,"GB","control",19274,"Web",290,2078,2017-05-11,6,1,0
3718,"US","treatment",16188,"Web",152,2078,2017-05-19,7,1,0
1782,"US","control",5690,"Other",162,1046,2017-05-16,3,0,0
1190,"CA","control",14490,"Android",385,1488,2017-05-19,5,1,0
5142,"US","treatment",10613,"Android",175,2324,2017-05-13,4,1,122.980295262619
4731,"GB","control",5649,"Web",189,2020,2017-05-20,4,0,0
9732,"US","treatment",18308,"Ios",218,1367,2017-05-15,7,1,0
9950,"US","treatment",16429,"Web",243,2566,2017-05-13,7,0,0
7431,"US","treatment",6108,"Other",425,2490,2017-05-13,3,0,0
4963,"US","control",17407,"Ios",260,1090,2017-05-19,6,0,0
9346,"US","treatment",17137,"Android",349,1595,2017-05-08,3,0,0
7210,"US","control",8318,"Ios",299,1925,2017-05-16,5,1,0
5551,"CN","treatment",6396,"Other",111,2736,2017-05-10,5,0,0
3551,"GB","control",16864,"Ios",168,2463,2017-05-13,3,0,0
2218,"CN","control",13073,"Other",315,1712,2017-05-15,3,2,104.923509002911
4873,"CN","treatment",8589,"Android",310,1583,2017-05-21,4,2,0
3581,"US","control",15341,"Other",145,1719,2017-05-14,13,2,0
5194,"US","treatment",10535,"Web",157,2944,2017-05-16,3,0,0
5822,"US","control",6948,"Android",219,1695,2017-05-09,4,2,0
6240,"GB","control",9614,"Web",174,1136,2017-05-15,7,2,0
3769,"US","treatment",9205,"Web",123,2064,2017-05-17,7,0,0
3507,"US","treatment",19593,"Android",383,1080,2017-05-13,6,1,0
5998,"CN","treatment",17961,"Web",414,1975,2017-05-09,3,1,0
3467,"CA","treatment",11051,"Ios",126,1390,2017-05-14,8,1,0
1055,"CA","treatment",11567,"Android",369,1901,2017-05-16,9,1,0
1932,"US","treatment",12870,"Other",124,1612,2017-05-15,7,3,0
2814,"CN","treatment",6215,"Web",419,2548,2017-05-17,5,0,0
4291,"GB","control",12833,"Other",254,1286,2017-05-10,7,1,0
3108,"CN","control",7562,"Other",155,2426,2017-05-09,8,0,0
4115,"US","control",17222,"Web",307,2189,2017-05-11,5,1,0
6203,"US","treatment",6580,"Ios",448,2441,2017-05-19,4,1,0
1139,"US","control",16331,"Android",112,2959,2017-05-19,1,0,0
1119,"US","treatment",18102,"Android",363,2920,2017-05-16,4,1,0
2901,"CN","treatment",8110,"Web",435,2838,2017-05-16,4,3,0
9966,"GB","control",8535,"Other",385,1025,2017-05-18,10,0,0
3471,"CN","control",7442,"Web",242,2949,2017-05-13,6,3,0
5233,"CA","treatment",12574,"Other",500,2969,2017-05-08,6,0,0
1314,"CA","treatment",16011,"Web",290,1634,2017-05-15,5,1,0
5695,"CA","control",10603,"Ios",479,1119,2017-05-20,11,0,0
9171,"US","control",8844,"Ios",219,2767,2017-05-20,7,0,0
6292,"US","treatment",15886,"Other",253,2605,2017-05-17,6,2,0
3211,"GB","treatment",8114,"Other",454,2896,2017-05-10,12,2,75.137947492683
2670,"US","control",10707,"Android",142,2969,2017-05-21,3,1,0
5973,"US","treatment",6418,"Ios",310,2417,2017-05-19,5,1,124.18546587838
5092,"CN","treatment",11361,"Web",438,1323,2017-05-17,9,3,0
7878,"CA","treatment",10050,"Web",478,2960,2017-05-21,4,0,0
3044,"CN","control",7789,"Ios",118,2204,2017-05-21,6,1,0
4390,"US","control",7530,"Other",194,2374,2017-05-19,4,0,0
3942,"US","control",11431,"Other",306,1499,2017-05-15,4,2,0
7741,"US","treatment",7483,"Web",369,1451,2017-05-18,5,4,63.7242293450301
7496,"CA","control",14330,"Android",257,1888,2017-05-14,2,1,0
8253,"CN","control",5086,"Ios",333,2461,2017-05-13,7,3,0
2835,"US","control",15732,"Android",255,1503,2017-05-15,6,2,0
6664,"US","treatment",19285,"Other",341,1156,2017-05-12,7,0,0
5098,"CA","control",14909,"Web",365,1094,2017-05-10,8,2,0
1317,"US","treatment",16032,"Android",119,2251,2017-05-20,4,2,0
7514,"US","control",14975,"Web",186,1771,2017-05-18,4,1,0
9189,"GB","treatment",10555,"Android",297,2041,2017-05-16,5,0,0
8552,"CA","control",15766,"Web",304,1411,2017-05-18,6,1,0
2917,"US","control",16968,"Android",494,2770,2017-05-15,7,2,0
7962,"US","treatment",14175,"Other",231,2615,2017-05-08,3,1,0
4002,"GB","treatment",13589,"Web",390,1255,2017-05-21,6,1,0
3598,"US","treatment",17509,"Ios",192,2840,2017-05-18,7,0,0
7108,"CA","control",9106,"Ios",491,1137,2017-05-11,6,2,0
3209,"CA","treatment",17948,"Other",482,2107,2017-05-18,3,2,0
5142,"US","treatment",10613,"Android",175,2324,2017-05-11,4,0,0
3826,"CA","treatment",12847,"Ios",143,1043,2017-05-11,4,1,0
9294,"US","treatment",17621,"Other",356,2572,2017-05-14,9,2,0
1845,"US","treatment",7293,"Android",271,2398,2017-05-14,4,2,0
4792,"CN","treatment",11389,"Ios",230,1347,2017-05-10,2,1,0
4531,"US","control",11622,"Other",334,2178,2017-05-15,10,2,91.6583067054669
7958,"CN","control",18476,"Ios",343,1306,2017-05-16,5,2,0
5471,"CN","control",6733,"Ios",458,1744,2017-05-15,3,2,0
5388,"CA","control",11634,"Ios",307,1036,2017-05-09,6,1,0
9887,"GB","control",18860,"Android",248,2315,2017-05-12,6,2,95.0286753814826
8536,"GB","treatment",17478,"Web",284,2661,2017-05-16,8,1,0
9460,"CN","control",13833,"Other",406,2325,2017-05-20,5,2,0
5184,"GB","treatment",15501,"Android",272,1164,2017-05-13,5,2,0
4957,"US","control",14658,"Android",271,1282,2017-05-21,3,1,0
9391,"GB","treatment",5726,"Web",397,1110,2017-05-13,7,1,0
4519,"GB","treatment",14256,"Ios",344,1249,2017-05-08,7,2,112.810673177528
7336,"CN","control",10946,"Ios",146,2016,2017-05-15,7,2,0
3721,"CN","control",17068,"Android",257,1055,2017-05-20,4,3,0
9244,"CA","treatment",11605,"Android",356,1432,2017-05-11,6,1,0
1722,"US","control",17477,"Web",163,1060,2017-05-11,7,1,0
6064,"US","treatment",6517,"Android",107,2888,2017-05-19,5,1,0
1505,"US","control",19120,"Ios",452,1895,2017-05-15,13,2,0
6815,"CN","control",5095,"Other",283,2819,2017-05-21,6,1,0
7455,"CN","treatment",7523,"Android",177,1616,2017-05-20,4,1,0
8358,"CA","treatment",8189,"Ios",313,1584,2017-05-20,5,2,0
6018,"CA","control",7073,"Ios",166,1924,2017-05-21,5,0,0
9654,"GB","treatment",18109,"Ios",419,1670,2017-05-17,3,2,97.2681070399647
1613,"CN","control",8931,"Android",144,2021,2017-05-15,3,0,0
3422,"CN","control",13966,"Android",500,2199,2017-05-09,3,0,0
9803,"US","treatment",8907,"Other",143,2982,2017-05-09,1,0,0
4143,"US","control",12149,"Android",292,1849,2017-05-10,1,1,0
4831,"US","control",16160,"Ios",350,2900,2017-05-21,4,1,0
3693,"US","treatment",11827,"Web",454,2961,2017-05-12,8,4,0
3387,"CN","control",12651,"Web",377,2413,2017-05-18,7,2,228.521636182636
5832,"US","treatment",10752,"Ios",494,1565,2017-05-15,10,3,0
5098,"CA","control",14909,"Web",365,1094,2017-05-19,4,0,0
8663,"CN","control",17847,"Web",350,2417,2017-05-12,6,3,0
6091,"US","control",13910,"Other",216,1558,2017-05-18,7,0,0
6588,"GB","control",17479,"Android",416,2026,2017-05-08,7,1,107.422559016409
3576,"CN","control",19156,"Web",185,2539,2017-05-18,5,2,0
3966,"GB","control",11265,"Web",122,1000,2017-05-19,9,2,0
4116,"CN","control",7693,"Other",395,2049,2017-05-15,7,2,0
5944,"CN","control",9275,"Android",160,1397,2017-05-08,7,1,0
8557,"CA","control",11830,"Android",387,2247,2017-05-16,5,1,0
9424,"GB","treatment",12310,"Android",132,2110,2017-05-12,6,1,0
1203,"GB","treatment",8543,"Ios",118,2373,2017-05-08,8,1,0
8206,"CA","treatment",19169,"Ios",380,1829,2017-05-13,10,1,0
6132,"CA","control",6105,"Android",373,2417,2017-05-11,4,1,0
2841,"CN","treatment",17184,"Android",446,1676,2017-05-19,2,0,0
4592,"US","control",6771,"Other",265,2294,2017-05-20,3,1,0
NA,"US","control",15779,"Web",436,1327,2017-05-14,10,4,0
3496,"CN","control",9972,"Other",106,2758,2017-05-21,5,1,0
8755,"US","control",6290,"Web",397,2288,2017-05-09,6,2,122.056898846219
1356,"GB","control",13679,"Android",248,1202,2017-05-16,5,1,0
6711,"CA","treatment",19397,"Android",209,2701,2017-05-19,5,3,0
7355,"US","treatment",15901,"Other",215,2637,2017-05-15,8,0,0
2041,"CA","control",14082,"Ios",233,1531,2017-05-19,7,2,0
5797,"GB","treatment",12023,"Web",333,1774,2017-05-15,3,1,0
8499,"CN","control",11395,"Web",387,2209,2017-05-21,4,1,0
9309,"GB","control",7762,"Web",323,2937,2017-05-11,9,2,0
3215,"CA","control",7480,"Ios",426,2988,2017-05-08,4,0,0
4789,"GB","control",9165,"Other",395,2489,2017-05-13,4,2,0
2424,"US","control",12786,"Ios",241,2471,2017-05-20,8,2,0
5181,"US","treatment",12222,"Other",387,1277,2017-05-15,9,2,0
2807,"GB","treatment",15972,"Web",322,2518,2017-05-13,6,0,0
8853,"CA","control",18926,"Other",442,1012,2017-05-19,3,2,87.0071686220414
5100,"US","control",9928,"Other",245,2959,2017-05-16,3,0,0
4564,"CA","treatment",7289,"Other",379,2360,2017-05-14,6,1,0
2014,"US","treatment",19236,"Other",486,1047,2017-05-18,9,2,124.486248551199
4054,"US","control",18717,"Ios",346,2484,2017-05-21,5,0,0
4866,"US","treatment",11053,"Other",103,1075,2017-05-14,5,1,60.5288850027642
8819,"GB","control",12177,"Ios",183,1212,2017-05-19,4,1,0
7971,"GB","control",18087,"Android",187,2612,2017-05-16,8,1,0
7192,"CA","treatment",15499,"Web",391,1025,2017-05-08,5,2,116.874108716087
9603,"US","treatment",15275,"Android",496,2782,2017-05-17,5,1,0
7012,"GB","treatment",18714,"Ios",163,1777,2017-05-13,4,1,0
8754,"US","control",12502,"Ios",474,2905,2017-05-10,3,0,0
9283,"US","control",11745,"Other",440,2541,2017-05-12,9,2,0
6071,"CA","control",11825,"Android",409,1941,2017-05-14,6,3,86.5120770921271
3434,"US","treatment",12859,"Android",148,2678,2017-05-08,4,0,0
3623,"GB","control",14238,"Android",322,1789,2017-05-15,8,2,0
3002,"US","control",6024,"Web",407,1678,2017-05-16,9,2,0
3797,"CA","control",9192,"Ios",365,2435,2017-05-14,6,1,0
6999,"GB","treatment",16082,"Android",317,2261,2017-05-10,6,1,0
3206,"US","treatment",10945,"Android",426,1159,2017-05-21,2,1,0
8957,"US","treatment",6344,"Ios",111,1080,2017-05-19,2,0,0
6944,"GB","control",19956,"Android",496,2484,2017-05-15,9,2,0
9541,"US","control",13329,"Web",230,2634,2017-05-21,4,2,0
2367,"CA","control",9685,"Ios",352,1388,2017-05-20,2,0,0
6923,"GB","control",14949,"Ios",192,2248,2017-05-19,5,0,0
1379,"CN","control",17164,"Android",237,1311,2017-05-08,4,1,98.9001511717618
8097,"US","treatment",18833,"Web",356,1852,2017-05-16,5,1,100.882172468472
7242,"CA","control",9349,"Android",102,1672,2017-05-08,6,1,0
7248,"US","control",9428,"Android",315,2556,2017-05-10,4,1,0
2755,"US","treatment",18605,"Web",325,2757,2017-05-11,3,1,0
2131,"US","control",13072,"Web",325,1896,2017-05-10,6,2,62.1027196390167
NA,"CA","control",7857,"Web",111,2678,2017-05-18,6,0,0
3515,"US","control",9983,"Ios",151,1387,2017-05-13,6,1,0
9878,"GB","treatment",17323,"Web",249,1119,2017-05-10,4,0,0
3421,"US","treatment",16415,"Other",318,2804,2017-05-20,4,0,0
2149,"GB","control",18001,"Android",102,2407,2017-05-18,9,1,0
8370,"US","treatment",9044,"Ios",473,2649,2017-05-15,4,0,0
2220,"US","control",17583,"Other",459,2536,2017-05-10,7,1,0
3537,"US","treatment",14692,"Ios",148,2374,2017-05-17,5,1,0
8757,"GB","control",5598,"Ios",232,2507,2017-05-19,5,1,0
4823,"US","control",7173,"Ios",241,1518,2017-05-08,7,1,0
9933,"US","control",14537,"Android",150,1396,2017-05-11,5,0,0
3412,"GB","treatment",7796,"Android",107,2224,2017-05-09,9,0,0
3344,"CN","control",17405,"Ios",328,2577,2017-05-12,5,2,0
7709,"US","treatment",10977,"Ios",341,1937,2017-05-13,5,1,0
7969,"CA","control",13621,"Web",272,2807,2017-05-18,7,0,0
6454,"CN","treatment",19238,"Web",346,1774,2017-05-18,2,0,0
8439,"CN","treatment",9339,"Android",295,1387,2017-05-13,8,0,0
4735,"GB","treatment",6163,"Android",448,2288,2017-05-13,6,0,0
9329,"US","treatment",15158,"Ios",413,2475,2017-05-09,3,1,0
6091,"US","control",13910,"Other",216,1558,2017-05-15,7,0,0
1921,"CA","treatment",19963,"Android",377,1467,2017-05-13,6,0,0
3892,"US","control",8983,"Ios",271,1210,2017-05-16,4,0,0
4163,"CN","treatment",6685,"Web",251,1969,2017-05-17,8,2,0
7446,"GB","control",12959,"Web",461,2915,2017-05-15,6,1,0
7154,"GB","treatment",13748,"Web",334,1714,2017-05-14,8,1,0
4163,"CN","treatment",6685,"Web",251,1969,2017-05-08,10,3,0
9464,"GB","treatment",9905,"Other",420,3000,2017-05-15,3,0,0
8216,"GB","control",9270,"Android",229,1926,2017-05-16,5,0,0
9236,"CA","treatment",8612,"Web",488,2819,2017-05-10,8,2,0
7102,"CN","control",8214,"Other",213,1422,2017-05-17,6,1,89.9395907693191
8903,"US","treatment",16394,"Web",384,2557,2017-05-12,7,0,0
8640,"CA","treatment",12027,"Other",118,1273,2017-05-10,9,2,0
6873,"US","control",12587,"Web",470,2472,2017-05-19,4,0,0
9364,"US","treatment",16733,"Other",218,1347,2017-05-14,6,2,0
